"","site_network_id","site","site_name","variable","date_started","date_ended","site_type","latitude","longitude","data_table","database_name"
"346",74810,"red3","Redcar Dormanstown","pm10",2013-01-01,NA,"urban_industrial",54.60317,-1.09784,"measurement","aqengland"
"348",74524,"red2","Redcar LA","o3",2009-06-01,2010-07-01,"suburban",54.612778,-1.072778,"measurement","aqengland"
"349",74522,"red2","Redcar LA","no2",2009-06-01,2010-07-01,"suburban",54.612778,-1.072778,"measurement","aqengland"
"350",74525,"red2","Redcar LA","pm10",2009-06-01,2010-07-01,"suburban",54.612778,-1.072778,"measurement","aqengland"
"351",74520,"red2","Redcar LA","co",2009-06-01,2010-07-01,"suburban",54.612778,-1.072778,"measurement","aqengland"
"354",73915,"rg3","Reigate and Banstead Poles Lane","o3",2006-01-01,2010-03-12,"rural",51.141181,-0.192915,"measurement","aqengland"
"355",73913,"rg3","Reigate and Banstead Poles Lane","no2",2006-01-01,2010-03-12,"rural",51.141181,-0.192915,"measurement","aqengland"
"356",74556,"ry2","Rother - De La Warr Road","no2",2010-01-01,2010-03-12,"roadside",50.84479,0.49452,"measurement","aqengland"
"358",74558,"ry2","Rother - De La Warr Road","pm10",2010-01-01,2010-03-12,"roadside",50.84479,0.49452,"measurement","aqengland"
"359",73921,"ry1","Rother - Rye Harbour","o3",2006-01-01,2010-03-12,"rural",50.938412,0.767821,"measurement","aqengland"
"360",74364,"rot4","Rotherham Bradgate","no2",2008-01-01,NA,"roadside",53.434502,-1.322673,"measurement","aqengland"
"362",71583,"bhil","S Cambs Bar Hill","no2",2001-03-01,2012-09-15,"roadside",52.254095,0.031971,"measurement","aqengland"
"364",71587,"bhil","S Cambs Bar Hill","pm25",2001-03-01,2011-06-30,"roadside",52.254095,0.031971,"measurement","aqengland"
"365",71585,"bhil","S Cambs Bar Hill","pm10",2001-03-01,2012-05-04,"roadside",52.254095,0.031971,"measurement","aqengland"
"366",71591,"imp","S Cambs Impington","no2",2003-01-01,NA,"roadside",52.23364,0.10508,"measurement","aqengland"
"368",71593,"imp","S Cambs Impington","pm10",2003-01-01,NA,"roadside",52.23364,0.10508,"measurement","aqengland"
"370",71598,"orch","S Cambs Orchard Park School","pm10",2009-04-22,NA,"urban_background",52.2335,0.115229,"measurement","aqengland"
"371",71596,"orch","S Cambs Orchard Park School","no2",2009-04-22,NA,"urban_background",52.2335,0.115229,"measurement","aqengland"
"372",74875,"ecc3","Salford Eccles (CC)","o3",2014-06-01,2015-01-23,"urban_industrial",53.48485,-2.334189,"measurement","aqengland"
"373",72516,"m60","Salford M60","o3",1999-12-20,NA,"roadside",53.503784,-2.381239,"measurement","aqengland"
"375",72512,"m60","Salford M60","co",1999-12-20,2011-07-15,"roadside",53.503784,-2.381239,"measurement","aqengland"
"376",72517,"m60","Salford M60","pm10",1999-12-20,NA,"roadside",53.503784,-2.381239,"measurement","aqengland"
"377",72514,"m60","Salford M60","no2",1999-01-01,NA,"roadside",53.503784,-2.381239,"measurement","aqengland"
"379",74892,"wil4","Salisbury, Exeter Street","no2",2014-01-01,NA,"roadside",51.065247,-1.793793,"measurement","aqengland"
"380",74889,"wil4","Salisbury, Exeter Street","pm10",2014-01-01,NA,"roadside",51.065247,-1.793793,"measurement","aqengland"
"381",71067,"scn7","Scunthorpe Allanby Street","pm10",2005-07-01,2010-04-07,"roadside",53.591722,-0.651052,"measurement","aqengland"
"382",71069,"scn6","Scunthorpe East Common Lane","pm10",2005-03-01,NA,"urban_background",53.576653,-0.630597,"measurement","aqengland"
"384",71072,"scn1","Scunthorpe Gallagher Retail Park","no2",2006-01-24,2010-04-01,"roadside",53.499304,-0.692649,"measurement","aqengland"
"386",71075,"scn8","Scunthorpe Kingsway House","no2",2005-08-09,2010-04-13,"roadside",53.577742,-0.653458,"measurement","aqengland"
"388",71082,"sc11","Scunthorpe Leisure Centre","pm25",2010-11-26,2011-10-03,"urban_industrial",53.591206,-0.640338,"measurement","aqengland"
"389",71080,"sc11","Scunthorpe Leisure Centre","pm10",2010-11-26,2011-10-03,"urban_industrial",53.591206,-0.640338,"measurement","aqengland"
"391",71084,"scn5","Scunthorpe Lincoln Gardens","pm10",2004-11-30,NA,"urban_background",53.568918,-0.648531,"measurement","aqengland"
"392",71096,"sc10","Scunthorpe Town TEOM","pm10",2009-12-17,2009-12-17,"urban_industrial",53.58634,-0.636811,"measurement","aqengland"
"394",74396,"sef8","Sefton Princess Way","no2",2008-01-01,NA,"roadside",53.46464,-3.014675,"measurement","aqengland"
"396",74533,"kell","Selby Kellingley Colliery","pm10",2009-11-23,2010-05-25,NA,NA,NA,"measurement","aqengland"
"397",74871,"cw","Shaw Crompton Way ","pm10",2014-03-05,NA,"roadside",53.5794,-2.09385,"measurement","aqengland"
"399",74197,"shep","Shepshed","no2",2006-11-16,2010-04-12,NA,52.761331,-1.275083,"measurement","aqengland"
"400",70380,"sips","Sipson","no2",2006-09-08,NA,"urban_background",51.484384,-0.455695,"measurement","aqengland"
"402",70383,"slh7","Slough Chalvey","no2",2005-07-20,NA,"roadside",51.502202,-0.608653,"measurement","aqengland"
"408",70389,"slh3","Slough Colnbrook","pm10",2000-10-19,NA,"urban_background",51.480372,-0.508729,"measurement","aqengland"
"410",70387,"slh3","Slough Colnbrook","no2",2000-10-19,NA,"urban_background",51.480372,-0.508729,"measurement","aqengland"
"413",71557,"slh6","Slough Colnbrook Osiris","pm10",2005-01-17,NA,"urban_background",51.480372,-0.508729,"measurement","aqengland"
"417",71559,"slh6","Slough Colnbrook Osiris","pm25",2005-01-17,NA,"urban_background",51.480372,-0.508729,"measurement","aqengland"
"418",71563,"slh5","Slough Lakeside 1 Osiris","pm10",2005-02-22,NA,NA,51.484326,-0.5085,"measurement","aqengland"
"419",71565,"slh5","Slough Lakeside 1 Osiris","pm25",2005-02-22,NA,NA,51.484326,-0.5085,"measurement","aqengland"
"420",71572,"slh8","Slough Lakeside 2","pm10",2007-06-22,NA,NA,51.487764,-0.502656,"measurement","aqengland"
"421",71570,"slh8","Slough Lakeside 2","no2",2007-06-22,NA,NA,51.487764,-0.502656,"measurement","aqengland"
"423",71577,"slh9","Slough Lakeside 2 Osiris","pm10",2007-07-12,NA,NA,51.487764,-0.502656,"measurement","aqengland"
"424",71579,"slh9","Slough Lakeside 2 Osiris","pm25",2007-07-12,NA,NA,51.487764,-0.502656,"measurement","aqengland"
"426",70403,"slh4","Slough Town Centre A4","pm10",2000-11-15,NA,"urban_background",51.511599,-0.607794,"measurement","aqengland"
"427",70401,"slh4","Slough Town Centre A4","no2",2000-11-15,NA,"urban_background",51.511599,-0.607794,"measurement","aqengland"
"428",72976,"gx","South Bucks Gerrards Cross","pm10",2001-05-05,NA,NA,51.574108,-0.533309,"measurement","aqengland"
"429",72974,"gx","South Bucks Gerrards Cross","no2",2001-04-01,NA,NA,51.574108,-0.533309,"measurement","aqengland"
"432",71604,"shol","South Holland Westmere School","o3",1998-07-14,NA,"rural",52.772975,0.181633,"measurement","aqengland"
"433",71602,"shol","South Holland Westmere School","no2",1998-07-14,NA,"rural",52.772975,0.181633,"measurement","aqengland"
"434",71605,"shol","South Holland Westmere School","pm10",2000-10-06,NA,"rural",52.772975,0.181633,"measurement","aqengland"
"435",74599,"sncd","South Norfolk Cringleford","no2",2012-03-20,2013-03-20,"roadside",52.604259,1.234645,"measurement","aqengland"
"437",74001,"snor","South Norfolk Long Stratton","pm10",2006-01-01,2011-04-01,NA,NA,NA,"measurement","aqengland"
"438",73999,"snor","South Norfolk Long Stratton","no2",2006-01-01,2011-04-01,NA,NA,NA,"measurement","aqengland"
"440",74444,"norm","South Normanton","no2",2008-10-23,NA,"roadside",53.104117,-1.325572,"measurement","aqengland"
"442",74446,"norm","South Normanton","o3",2009-06-02,NA,"roadside",53.104117,-1.325572,"measurement","aqengland"
"443",74379,"sox3","South Oxfordshire Wallingford","no2",2008-01-01,NA,"roadside",51.600579,-1.122081,"measurement","aqengland"
"446",71612,"monk","Spalding Monkhouse School","pm10",2003-05-12,NA,NA,52.785625,-0.175053,"measurement","aqengland"
"447",71610,"monk","Spalding Monkhouse School","no2",2003-03-07,NA,NA,52.785625,-0.175053,"measurement","aqengland"
"448",73483,"sta3","Stansted 3","no2",2003-10-22,NA,"airport",51.886944,0.264444,"measurement","aqengland"
"450",73485,"sta3","Stansted 3","pm10",2003-10-22,NA,"airport",51.886944,0.264444,"measurement","aqengland"
"451",74031,"sta4","Stansted 4","no2",2006-03-03,NA,"airport",51.896944,0.264722,"measurement","aqengland"
"453",74577,"bard","Stanton under Bardon","pm25",2010-01-25,2011-08-11,"suburban",52.695953,-1.342583,"measurement","aqengland"
"454",74575,"bard","Stanton under Bardon","no2",2010-01-25,2011-08-11,"suburban",52.695953,-1.342583,"measurement","aqengland"
"456",74997,"stk7","Stockport Cheadle A34","pm10",2016-04-01,NA,"roadside",53.391717,-2.22628,"measurement","aqengland"
"457",74995,"stk7","Stockport Cheadle A34","no2",2016-04-01,NA,"roadside",53.391717,-2.22628,"measurement","aqengland"
"459",74843,"stk5","Stockport Hazel Grove","o3",2013-01-01,2015-12-31,NA,53.38547,-2.129559,"measurement","aqengland"
"460",73880,"stk5","Stockport Hazel Grove","no2",2005-04-12,NA,NA,53.38547,-2.129559,"measurement","aqengland"
"462",73882,"stk5","Stockport Hazel Grove","pm10",2005-04-12,NA,NA,53.38547,-2.129559,"measurement","aqengland"
"463",74312,"stk6","Stockport Shaw Heath 2","co",2007-10-01,2011-02-06,"urban_background",53.403056,-2.161111,"measurement","aqengland"
"465",74316,"stk6","Stockport Shaw Heath 2","pm10",2007-10-01,2011-02-06,"urban_background",53.403056,-2.161111,"measurement","aqengland"
"466",74314,"stk6","Stockport Shaw Heath 2","no2",2007-10-01,2011-02-06,"urban_background",53.403056,-2.161111,"measurement","aqengland"
"468",74489,"sto3","Stoke on Trent Joiners Sqaure","no2",2009-01-01,NA,"roadside",53.014983,-2.167786,"measurement","aqengland"
"470",74492,"sto4","Stoke on Trent Meir","no2",2009-01-01,NA,"roadside",52.97797,-2.104359,"measurement","aqengland"
"474",74005,"scw2","Suffolk Coastal Woodbridge 2","no2",2006-01-03,NA,NA,51.959919,1.316564,"measurement","aqengland"
"475",74956,"sun2","Sunderland Silksworth (CC)","pm10",2015-07-01,NA,"urban_background",54.883642,-1.406726,"measurement","aqengland"
"476",74959,"sun4","Sunderland Trimdon Street","no2",2015-07-01,NA,"kerbside",54.907415,-1.394195,"measurement","aqengland"
"477",74961,"sun4","Sunderland Trimdon Street","pm10",2015-07-01,NA,"kerbside",54.907415,-1.394195,"measurement","aqengland"
"479",71622,"cbly","Surrey Heath Camberley","no2",2006-08-24,2012-08-31,NA,51.330439,-0.729031,"measurement","aqengland"
"481",71624,"cbly","Surrey Heath Camberley","pm10",2006-08-24,2012-08-31,NA,51.330439,-0.729031,"measurement","aqengland"
"482",74501,"swaf","Swaffham","no2",2009-01-16,2012-08-31,NA,52.643018,0.691732,"measurement","aqengland"
"484",74752,"bn1","Tally Ho","no2",1998-12-20,NA,"kerbside",51.614675,-0.176607,"measurement","aqengland"
"485",74755,"bn1","Tally Ho","pm10",1998-12-20,NA,"kerbside",51.614675,-0.176607,"measurement","aqengland"
"487",74848,"tam1","Tameside Mottram Moor","no2",2013-09-01,NA,"roadside",53.458994,-2.005694,"measurement","aqengland"
"488",74850,"tam1","Tameside Mottram Moor","pm10",2013-09-01,NA,"roadside",53.458994,-2.005694,"measurement","aqengland"
"490",72490,"tame","Tameside Two Trees School","pm10",1998-12-09,NA,"urban_background",53.445847,-2.098802,"measurement","aqengland"
"491",72487,"tame","Tameside Two Trees School","no2",1998-12-09,NA,"urban_background",53.445847,-2.098802,"measurement","aqengland"
"492",72489,"tame","Tameside Two Trees School","o3",1998-12-09,2012-09-17,"urban_background",53.445847,-2.098802,"measurement","aqengland"
"494",74820,"new1","Tant Avenue","o3",1998-07-01,2003-03-14,NA,51.514764,0.011989,"measurement","aqengland"
"496",74821,"new1","Tant Avenue","pm10",1998-06-14,2003-03-14,NA,51.514764,0.011989,"measurement","aqengland"
"497",74815,"new1","Tant Avenue","co",1998-07-01,2003-03-14,NA,51.514764,0.011989,"measurement","aqengland"
"498",74818,"new1","Tant Avenue","no2",1998-07-01,2003-03-14,NA,51.514764,0.011989,"measurement","aqengland"
"499",74451,"tew2","Tewkesbury Roadside","no2",2008-12-11,2010-03-31,"roadside",NA,NA,"measurement","aqengland"
"501",74572,"tk4","Thurrock Tilbury","no2",2010-01-09,NA,NA,51.461767,0.358067,"measurement","aqengland"
"503",74743,"gos1","Tichborne Way","no2",2012-05-16,NA,"roadside",50.821611,-1.163939,"measurement","aqengland"
"504",74746,"gos1","Tichborne Way","pm10",2012-05-16,NA,"roadside",50.821611,-1.163939,"measurement","aqengland"
"506",72457,"traf","Trafford","no2",1998-11-01,NA,"urban_background",53.448876,-2.320941,"measurement","aqengland"
"508",72459,"traf","Trafford","pm10",1998-11-01,NA,"urban_background",53.448876,-2.320941,"measurement","aqengland"
"509",73699,"trf2","Trafford A56","pm10",2004-09-03,NA,"roadside",53.442476,-2.311421,"measurement","aqengland"
"510",73697,"trf2","Trafford A56","no2",2004-09-03,NA,"roadside",53.442476,-2.311421,"measurement","aqengland"
"512",73400,"wake","Wakefield","no2",2003-01-01,NA,"urban_background",53.678468,-1.489461,"measurement","aqengland"
"514",73395,"wak2","Wakefield Horbury Road","no2",2003-01-01,NA,"kerbside",53.665805,-1.53673,"measurement","aqengland"
"516",74740,"wd1","Wallingford","no2",2012-01-01,NA,"roadside",51.601041,-1.12355,"measurement","aqengland"
"518",74634,"wl4","Waltham Crooked Billet","pm10",2007-11-01,NA,"kerbside",51.601728,-0.016442,"measurement","aqengland"
"520",74349,"wl4","Waltham Crooked Billet","no2",2007-11-01,NA,"kerbside",51.601728,-0.016442,"measurement","aqengland"
"521",74629,"wl1","Waltham Forest Dawlish Rd","no2",1998-08-21,NA,"urban_background",51.562376,-0.004898,"measurement","aqengland"
"522",74632,"wl1","Waltham Forest Dawlish Rd","pm10",1998-07-05,NA,"urban_background",51.562376,-0.004898,"measurement","aqengland"
"524",74352,"wl5","Waltham Forest Leyton","no2",2007-09-20,NA,"roadside",51.556239,-0.013628,"measurement","aqengland"
"527",74766,"war3","Warrington Chester Rd","no2",2012-12-31,2014-01-07,"roadside",53.373383,-2.597682,"measurement","aqengland"
"528",74247,"war1","Warrington Parker St","no2",2007-01-01,2014-01-07,"roadside",53.386202,-2.601286,"measurement","aqengland"
"530",74769,"war","Warrington Selby St.","no2",2008-10-21,2014-01-07,"urban_background",53.38933,-2.6154,"measurement","aqengland"
"531",74773,"war","Warrington Selby St.","pm10",2008-11-01,2014-01-07,"urban_background",53.38933,-2.6154,"measurement","aqengland"
"532",74771,"war","Warrington Selby St.","pm25",2008-11-27,2014-01-07,"urban_background",53.38933,-2.6154,"measurement","aqengland"
"534",73877,"warw","Warwick Jury Street","no2",2005-04-04,NA,"roadside",52.280852,-1.585603,"measurement","aqengland"
"536",74845,"wat","Watlington","no2",2012-05-16,NA,"roadside",51.645112,-1.004394,"measurement","aqengland"
"538",73936,"ar2","Wealden - Isfield","o3",2006-01-01,2010-03-12,"rural",50.937094,0.062338,"measurement","aqengland"
"539",74968,"wid2","Widnes Marzahn Way","no2",2015-11-01,NA,"kerbside",53.371193,-2.722289,"measurement","aqengland"
"541",74970,"wid2","Widnes Marzahn Way","pm10",2015-11-01,NA,"kerbside",53.371193,-2.722289,"measurement","aqengland"
"542",74964,"wid1","Widnes Milton Road","pm10",2015-11-01,NA,"kerbside",53.365391,-2.73168,"measurement","aqengland"
"549",74306,"wig7","Wigan Centre PM10","pm10",2007-10-01,NA,"urban_background",53.549444,-2.638056,"measurement","aqengland"
"551",73910,"wig6","Wigan Leigh 2","pm10",2006-01-01,2012-08-10,"urban_background",53.494375,-2.509592,"measurement","aqengland"
"552",73908,"wig6","Wigan Leigh 2","no2",2006-01-01,2012-08-10,"urban_background",53.494375,-2.509592,"measurement","aqengland"
"553",72799,"winn","Wokingham Winnersh","pm10",2000-04-01,2011-03-29,"urban_background",51.431671,-0.877141,"measurement","aqengland"
"554",72797,"winn","Wokingham Winnersh","no2",2000-04-01,2011-03-29,"urban_background",51.431671,-0.877141,"measurement","aqengland"
"557",73245,"wok4","Wokingham Woodward Close","pm10",2002-10-01,2012-03-30,NA,51.425339,-0.869947,"measurement","aqengland"
"558",73243,"wok4","Wokingham Woodward Close","no2",2002-10-01,2012-03-30,NA,51.425339,-0.869947,"measurement","aqengland"
"559",74953,"wil6","Wootton Bassett High Street","no2",2015-07-14,2015-12-14,"roadside",51.543526,-1.902119,"measurement","aqengland"
"561",74834,"new3","Wren Close","no2",2003-03-14,NA,NA,51.514727,0.014554,"measurement","aqengland"
"562",74831,"new3","Wren Close","co",2003-03-14,2015-11-19,NA,51.514727,0.014554,"measurement","aqengland"
"563",74837,"new3","Wren Close","pm10",2003-03-14,2011-05-25,NA,51.514727,0.014554,"measurement","aqengland"
"565",74836,"new3","Wren Close","o3",2003-03-14,NA,NA,51.514727,0.014554,"measurement","aqengland"
"567",74610,"wya4","Wycombe Abbey 4","no2",2011-01-01,NA,"urban_background",51.624072,-0.75436,"measurement","aqengland"
"569",74678,"whu1","Wycombe Hughenden","no2",2012-02-07,2013-01-01,NA,51.636449,-0.751764,"measurement","aqengland"
"574",73608,"wsto","Wycombe Stokenchurch","no2",2004-01-01,NA,NA,51.652503,-0.894158,"measurement","aqengland"
"576",74901,"yk10","York Bootham","no2",2015-01-01,NA,"roadside",53.967646,-1.086538,"measurement","aqengland"
"577",75003,"yk11","York Fishergate","pm25",2011-08-31,NA,"roadside",53.951889,-1.075861,"measurement","aqengland"
"578",75006,"yk11","York Fishergate","pm10",2008-01-01,2011-08-30,"roadside",53.951889,-1.075861,"measurement","aqengland"
"579",75001,"yk11","York Fishergate","no2",2008-01-01,NA,"roadside",53.951889,-1.075861,"measurement","aqengland"
"581",74972,"yk16","York Fulford Road","no2",2015-12-01,NA,"roadside",53.937787,-1.073861,"measurement","aqengland"
"584",74913,"yk7","York Gillygate","no2",2015-01-01,NA,"roadside",53.963805,-1.085679,"measurement","aqengland"
"585",74915,"yk7","York Gillygate","pm25",2015-01-01,NA,"roadside",53.963805,-1.085679,"measurement","aqengland"
"587",74910,"yk13","York Heworth Green","no2",2015-01-01,NA,"roadside",53.965951,-1.070219,"measurement","aqengland"
"588",73614,"yk8","York Holgate","no2",2004-02-04,NA,"roadside",53.954167,-1.094639,"measurement","aqengland"
"590",74624,"yk8","York Holgate","pm10",2004-01-01,2015-11-05,"roadside",53.954167,-1.094639,"measurement","aqengland"
"592",74904,"yk9","York Lawrence Street","no2",2015-01-01,NA,"roadside",53.954663,-1.068241,"measurement","aqengland"
"594",74907,"yk15","York Nunnery Lane","no2",2015-01-01,NA,"roadside",53.953411,-1.086275,"measurement","aqengland"
"595",74999,"yk018","York Plantation Drive","pm10",2016-09-07,NA,"roadside",53.966432,-1.126061,"measurement","aqengland"
